,haulid,region,year,yearsurv,month,stratum,lat,lon,depth,bottemp,surftemp_orig,adjSST,surftemp,sppocean,Freq,wtcpue
380994,017-1406-00171,SEFSC_GOMexFall,2014,2014,10,29.5--84.5-50,29.534,-84.24883333,40.2336,25.2549,25.6066,NA,25.6066,centropristis striata_Atl,5405,0.044287796
381014,017-1406-00172,SEFSC_GOMexFall,2014,2014,10,29.5--84.5-50,29.70125,-84.34116667,32.9184,24.5616,24.6947,NA,24.6947,centropristis striata_Atl,5405,0.253916695
384186,017-872-17021,SEFSC_GOMexSummer,1987,1987,7,29.5--88.5-50,29.98908333,-88.3015,46.81728,28,31,29.3562462,31,centropristis striata_Atl,5405,0.032241515
384348,017-872-17025,SEFSC_GOMexSummer,1987,1987,7,29.5--88.5-50,29.92833333,-88.74966667,23.40864,28,29,29.3562462,29,centropristis striata_Atl,5405,0.014235363
384463,017-872-17030,SEFSC_GOMexSummer,1987,1987,7,30.5--88.5-50,30.01425,-88.08666667,40.05072,28,34,29.36888813,34,centropristis striata_Atl,5405,0.039102883
384682,017-872-17040,SEFSC_GOMexSummer,1987,1987,7,29.5--87.5-50,29.97841667,-87.81058333,50.10912,28,31,29.55508936,31,centropristis striata_Atl,5405,0.200955872
384703,017-872-17041,SEFSC_GOMexSummer,1987,1987,7,30.5--87.5-50,30.04925,-87.68408333,36.75888,28.8,30.7,29.55084958,30.7,centropristis striata_Atl,5405,0.120462804
384752,017-872-17042,SEFSC_GOMexSummer,1987,1987,7,30.5--87.5-50,30.05591667,-87.58691667,43.52544,27.8,30.8,29.55084958,30.8,centropristis striata_Atl,5405,0.105824522
384782,017-872-17045,SEFSC_GOMexSummer,1987,1987,7,29.5--87.5-50,29.67225,-87.9245,66.93408,NA,NA,29.55508936,29.55508936,centropristis striata_Atl,5405,0.190437521
384829,017-872-17046,SEFSC_GOMexSummer,1987,1987,7,29.5--87.5-150,29.5025,-87.69716667,100.40112,24.8,28.5,29.55508936,28.5,centropristis striata_Atl,5405,0.184768683
384850,017-872-17047,SEFSC_GOMexSummer,1987,1987,7,29.5--87.5-150,29.39058333,-87.7685,133.86816,25.6,29.5,29.55508936,29.5,centropristis striata_Atl,5405,0.075289252
385421,017-874-17002,SEFSC_GOMexFall,1987,1987,10,29.5--88.5-50,29.99766667,-88.012,40.05072,23.2,23.4,NA,23.4,centropristis striata_Atl,5405,0.080603788
385446,017-874-17004,SEFSC_GOMexFall,1987,1987,10,30.5--87.5-50,30.01841667,-87.75783333,43.52544,22.5,22.7,NA,22.7,centropristis striata_Atl,5405,0.20077134
385493,017-874-17006,SEFSC_GOMexFall,1987,1987,10,30.5--87.5-50,30.03825,-87.82725,30.1752,22,22.8,NA,22.8,centropristis striata_Atl,5405,0.201066592
385502,017-874-17007,SEFSC_GOMexFall,1987,1987,10,30.5--87.5-50,30.02291667,-87.87225,43.52544,22.5,23,NA,23,centropristis striata_Atl,5405,0.030660782
385699,017-874-17014,SEFSC_GOMexFall,1987,1987,11,29.5--87.5-50,29.96258333,-87.62375,50.10912,20,20,NA,20,centropristis striata_Atl,5405,0.036235469
385793,017-874-17022,SEFSC_GOMexFall,1987,1987,10,30.5--88.5-50,30.1455,-88.2505,30.1752,NA,NA,NA,NA,centropristis striata_Atl,5405,0.01172324
386082,017-881-17014,SEFSC_GOMexSummer,1988,1988,6,29.5--88.5-50,29.96375,-88.051,50.10912,19.5,24.2,26.5879127,24.2,centropristis striata_Atl,5405,0.167555493
386341,017-881-17032,SEFSC_GOMexSummer,1988,1988,7,29.5--87.5-50,29.70141667,-87.57758333,66.93408,20.8,26.9,28.56378153,26.9,centropristis striata_Atl,5405,0.298014005
386367,017-881-17033,SEFSC_GOMexSummer,1988,1988,7,29.5--88.5-50,29.7525,-88.01175,63.45936,20.4,27.1,28.48262854,27.1,centropristis striata_Atl,5405,0.183444711
387192,017-883-17025,SEFSC_GOMexFall,1988,1988,11,30.5--87.5-50,30.12891667,-87.591,36.75888,21,21.5,NA,21.5,centropristis striata_Atl,5405,0.142705119
387228,017-883-17026,SEFSC_GOMexFall,1988,1988,11,30.5--87.5-50,30.07375,-87.66708333,43.52544,21.5,21.5,NA,21.5,centropristis striata_Atl,5405,0.402133184
387334,017-891-17003,SEFSC_GOMexSummer,1989,1989,6,29.5--87.5-150,29.46316667,-87.80108333,103.69296,19.6,25.8,27.91302617,25.8,centropristis striata_Atl,5405,0.927238813
387617,017-891-17021,SEFSC_GOMexSummer,1989,1989,7,29.5--88.5-150,29.40658333,-88.09675,100.40112,21,28,29.09134052,28,centropristis striata_Atl,5405,0.044593229
387662,017-891-17023,SEFSC_GOMexSummer,1989,1989,7,29.5--88.5-150,29.38675,-88.18725,100.40112,21,27,29.09134052,27,centropristis striata_Atl,5405,0.04817269
387704,017-891-17028,SEFSC_GOMexSummer,1989,1989,7,29.5--87.5-50,29.77158333,-87.90766667,63.45936,22,28,29.12501962,28,centropristis striata_Atl,5405,0.198481631
387737,017-891-17029,SEFSC_GOMexSummer,1989,1989,7,29.5--87.5-50,29.90075,-87.95125,50.10912,21,26.5,29.12501962,26.5,centropristis striata_Atl,5405,1.682936231
387783,017-891-17030,SEFSC_GOMexSummer,1989,1989,7,29.5--88.5-50,29.69966667,-88.28133333,66.93408,22,26.5,29.09134052,26.5,centropristis striata_Atl,5405,0.070122343
387836,017-891-17034,SEFSC_GOMexSummer,1989,1989,7,30.5--87.5-50,30.10891667,-87.85241667,26.70048,24.7,28,29.1790201,28,centropristis striata_Atl,5405,0.004661873
387851,017-891-17035,SEFSC_GOMexSummer,1989,1989,7,29.5--87.5-50,29.99525,-87.99475,40.05072,23,28.5,29.12501962,28.5,centropristis striata_Atl,5405,0.79718032
387893,017-891-17036,SEFSC_GOMexSummer,1989,1989,7,29.5--87.5-50,29.984,-87.98125,43.52544,23.5,27.8,29.12501962,27.8,centropristis striata_Atl,5405,0.336587246
388452,017-893-17017,SEFSC_GOMexFall,1989,1989,11,30.5--88.5-50,30.01566667,-88.41316667,43.52544,19.8,20,NA,20,centropristis striata_Atl,5405,0.011071949
388506,017-893-17020,SEFSC_GOMexFall,1989,1989,11,29.5--88.5-50,29.76758333,-88.18433333,66.93408,20.2,20.8,NA,20.8,centropristis striata_Atl,5405,0.304531318
389163,017-901-17032,SEFSC_GOMexSummer,1990,1990,7,29.5--88.5-150,29.3665,-88.46183333,100.40112,22.1,28.5,29.44625216,28.5,centropristis striata_Atl,5405,0.033511099
389200,017-901-17033,SEFSC_GOMexSummer,1990,1990,7,29.5--88.5-150,29.33616667,-88.45541667,110.45952,22.1,28.5,29.44625216,28.5,centropristis striata_Atl,5405,0.397191598
389239,017-901-17037,SEFSC_GOMexSummer,1990,1990,7,29.5--88.5-50,29.82208333,-88.13125,63.45936,24.3,29.5,29.44625216,29.5,centropristis striata_Atl,5405,0.084146812
389276,017-901-17038,SEFSC_GOMexSummer,1990,1990,7,29.5--88.5-50,29.89683333,-88.14291667,56.87568,24.3,29.3,29.44625216,29.3,centropristis striata_Atl,5405,0.00442878
391371,017-904-00034,SEFSC_GOMexSummer,2009,2009,7,29.5--84.5-50,29.79533333,-84.01741667,16.4592,29.1731,29.1816,NA,29.1816,centropristis striata_Atl,5405,0.695578907
391388,017-904-00035,SEFSC_GOMexSummer,2009,2009,7,29.5--83.5-50,29.68583333,-83.93391667,25.78608,29.1378,29.1331,NA,29.1331,centropristis striata_Atl,5405,0.106811742
391432,017-904-00036,SEFSC_GOMexSummer,2009,2009,7,29.5--83.5-50,29.4195,-83.91608333,34.19856,28.7526,28.7466,NA,28.7466,centropristis striata_Atl,5405,0.094684253
391513,017-904-00042,SEFSC_GOMexSummer,2009,2009,7,29.5--83.5-50,29.17383333,-83.80975,36.21024,27.8535,28.9743,NA,28.9743,centropristis striata_Atl,5405,0.033867138
392195,017-904-00072,SEFSC_GOMexSummer,2009,2009,7,27.5--82.5-50,27.87858333,-82.96616667,18.47088,30.5589,30.5544,NA,30.5544,centropristis striata_Atl,5405,0.159928151
400988,017-961-17015,SEFSC_GOMexSummer,1996,1996,6,29.5--88.5-50,29.6485,-88.42166667,73.51776,19.5,26.7,28.57021348,26.7,centropristis striata_Atl,5405,0.023029654
461547,035-001-37743,SEFSC_GOMexSummer,2000,2000,7,28.5--91.5-50,28.5865,-91.31933333,56.87568,22.89,30.41,30.07375926,30.41,centropristis striata_Atl,5405,0.062762133
949372,196307-159-1020,NEFSC_NEUSFall,1963,1963,12,1020,39.916667,-72.916667,53,10.6,10.6,11.36362021,10.6,centropristis striata_Atl,5405,2.3
949400,196307-160-1020,NEFSC_NEUSFall,1963,1963,12,1020,39.916667,-73.116667,73,10.6,10.1,10.14704868,10.1,centropristis striata_Atl,5405,0.5
949450,196307-164-1020,NEFSC_NEUSFall,1963,1963,12,1020,39.466667,-72.75,74,11.1,10.4,11.36362021,10.4,centropristis striata_Atl,5405,0
949572,196307-179-1060,NEFSC_NEUSFall,1963,1963,12,1060,40.25,-71.866667,71,13.1,10.7,9.601995262,10.7,centropristis striata_Atl,5405,0.5
949704,196413-001-1090,NEFSC_NEUSFall,1964,1964,10,1090,41.216667,-70.433333,33,13.1,13.5,12.77310396,13.5,centropristis striata_Atl,5405,0.5
949802,196413-008-1050,NEFSC_NEUSFall,1964,1964,10,1050,40.983333,-71.366667,43,12,13.1,14.56473793,13.1,centropristis striata_Atl,5405,0
949826,196413-010-1050,NEFSC_NEUSFall,1964,1964,10,1050,40.933333,-71.866667,29,12.7,13.3,14.56473793,13.3,centropristis striata_Atl,5405,2.3
949838,196413-011-1050,NEFSC_NEUSFall,1964,1964,10,1050,40.65,-71.966667,28,10.5,13.2,14.56473793,13.2,centropristis striata_Atl,5405,0
949863,196413-012-1050,NEFSC_NEUSFall,1964,1964,10,1050,40.616667,-72.316667,49,11,13.4,14.75826341,13.4,centropristis striata_Atl,5405,0.5
953542,196514-185-1010,NEFSC_NEUSFall,1965,1965,11,1010,40.6,-72.75,35,8.5,12.9,11.55071531,12.9,centropristis striata_Atl,5405,0.5
956279,196721-038-1650,NEFSC_NEUSFall,1967,1967,10,1650,37.116667,-74.9,47,11.4,16.9,18.903118,16.9,centropristis striata_Atl,5405,0.9
956404,196721-052-1610,NEFSC_NEUSFall,1967,1967,10,1610,35.883333,-75.25,27,19.6,22,21.67523662,22,centropristis striata_Atl,5405,0
956422,196721-055-1610,NEFSC_NEUSFall,1967,1967,10,1610,36.383333,-75.433333,28,17.5,17.8,19.50818858,17.8,centropristis striata_Atl,5405,0
956441,196721-056-1650,NEFSC_NEUSFall,1967,1967,10,1650,36.583333,-75.516667,21,17.8,17.7,19.50818858,17.7,centropristis striata_Atl,5405,7
956468,196721-058-1650,NEFSC_NEUSFall,1967,1967,10,1650,36.966667,-75.266667,32,NA,17.4,19.50818858,17.4,centropristis striata_Atl,5405,2.3
956479,196721-059-1650,NEFSC_NEUSFall,1967,1967,10,1650,37.366667,-75.366667,22,17.1,17.5,18.03899429,17.5,centropristis striata_Atl,5405,0
956486,196721-060-1650,NEFSC_NEUSFall,1967,1967,10,1650,37.55,-74.95,29,16.8,16.6,18.903118,16.6,centropristis striata_Atl,5405,0
956834,196721-090-1010,NEFSC_NEUSFall,1967,1967,10,1010,40.3,-73.216667,36,11.4,14.6,14.94107013,14.6,centropristis striata_Atl,5405,0.9
959096,196803-035-1620,NEFSC_NEUSSpring,1968,1968,3,1620,35.633333,-74.916667,55,9.9,6.4,12.37854394,6.4,centropristis striata_Atl,5405,0.9
959112,196803-037-1630,NEFSC_NEUSSpring,1968,1968,3,1630,35.766667,-74.85,115,10,7,12.37854394,7,centropristis striata_Atl,5405,94.3
959168,196803-042-1670,NEFSC_NEUSSpring,1968,1968,3,1670,36.7,-74.7,115,10.3,8.2,9.988384392,8.2,centropristis striata_Atl,5405,2.7
959191,196803-044-1660,NEFSC_NEUSSpring,1968,1968,3,1660,37,-74.816667,59,7.2,6.7,7.036820544,6.7,centropristis striata_Atl,5405,1.8
959329,196803-056-1710,NEFSC_NEUSSpring,1968,1968,3,1710,37.933333,-74.05,137,9.3,6.4,7.036820544,6.4,centropristis striata_Atl,5405,0
961703,196817-054-1610,NEFSC_NEUSFall,1968,1968,10,1610,35.833333,-75.25,28,20.7,21.1,22.61223912,21.1,centropristis striata_Atl,5405,0
961708,196817-055-1610,NEFSC_NEUSFall,1968,1968,10,1610,36,-75.283333,29,20.2,21,20.80345778,21,centropristis striata_Atl,5405,1.4
961712,196817-056-1610,NEFSC_NEUSFall,1968,1968,10,1610,36.133333,-75.133333,36,NA,20.8,20.80345778,20.8,centropristis striata_Atl,5405,0.5
961721,196817-057-1610,NEFSC_NEUSFall,1968,1968,10,1610,36.033333,-75.016667,37,20.3,20.7,20.80345778,20.7,centropristis striata_Atl,5405,0
961803,196817-066-1650,NEFSC_NEUSFall,1968,1968,10,1650,36.783333,-75.55,19,20.3,20.7,20.80345778,20.7,centropristis striata_Atl,5405,0
961808,196817-067-1650,NEFSC_NEUSFall,1968,1968,10,1650,36.866667,-75.383333,29,19,20.5,20.80345778,20.5,centropristis striata_Atl,5405,0.9
961816,196817-068-1650,NEFSC_NEUSFall,1968,1968,10,1650,37,-75.05,39,19.9,20.8,19.19646766,20.8,centropristis striata_Atl,5405,1.8
961825,196817-069-1650,NEFSC_NEUSFall,1968,1968,10,1650,37.083333,-75.333333,28,19.2,20.7,19.19646766,20.7,centropristis striata_Atl,5405,0.9
961833,196817-070-1650,NEFSC_NEUSFall,1968,1968,10,1650,37.216667,-75.266667,23,19.9,20.2,19.19646766,20.2,centropristis striata_Atl,5405,0.5
961849,196817-071-1650,NEFSC_NEUSFall,1968,1968,10,1650,37.683333,-75.116667,27,17.7,19.7,19.19646766,19.7,centropristis striata_Atl,5405,0
961868,196817-073-1690,NEFSC_NEUSFall,1968,1968,10,1690,37.866667,-74.683333,40,13.5,19.9,20.14326817,19.9,centropristis striata_Atl,5405,0.9
961881,196817-074-1690,NEFSC_NEUSFall,1968,1968,10,1690,38.133333,-74.783333,26,19,19.8,18.34061058,19.8,centropristis striata_Atl,5405,1.4
961891,196817-075-1690,NEFSC_NEUSFall,1968,1968,10,1690,38.3,-74.716667,25,17.6,19.7,18.34061058,19.7,centropristis striata_Atl,5405,0.9
962243,196817-104-1090,NEFSC_NEUSFall,1968,1968,10,1090,41.016667,-70.683333,46,14.3,15.7,14.53687266,15.7,centropristis striata_Atl,5405,0
964415,196902-045-1630,NEFSC_NEUSSpring,1969,1969,3,1630,35.916667,-74.833333,139,9.2,6.7,12.06331593,6.7,centropristis striata_Atl,5405,139.3
964419,196902-046-1630,NEFSC_NEUSSpring,1969,1969,3,1630,36.033333,-74.8,113,9.5,6.4,9.776087926,6.4,centropristis striata_Atl,5405,1.4
964430,196902-047-1640,NEFSC_NEUSSpring,1969,1969,3,1640,36.083333,-74.733333,188,NA,6.4,9.776087926,6.4,centropristis striata_Atl,5405,10
964449,196902-048-1620,NEFSC_NEUSSpring,1969,1969,3,1620,36.2,-74.866667,86,6.3,5.8,9.776087926,5.8,centropristis striata_Atl,5405,1.4
964484,196902-051-1670,NEFSC_NEUSSpring,1969,1969,3,1670,36.516667,-74.75,141,10.7,7.2,9.776087926,7.2,centropristis striata_Atl,5405,6.8
964507,196902-052-1680,NEFSC_NEUSSpring,1969,1969,3,1680,36.65,-74.7,188,NA,8.9,9.776087926,8.9,centropristis striata_Atl,5405,0.5
967013,196911-053-1620,NEFSC_NEUSFall,1969,1969,10,1620,35.666667,-74.933333,58,20.7,20.8,22.62571138,20.8,centropristis striata_Atl,5405,4.5
967028,196911-054-1610,NEFSC_NEUSFall,1969,1969,10,1610,35.833333,-75.1,37,20.2,20.9,21.96919778,20.9,centropristis striata_Atl,5405,2.7
