"","haulid","region","year","yearsurv","month","stratum","lat","lon","depth","bottemp","surftemp_orig","adjSST","surftemp","sppocean","Freq","wtcpue"
"487479","037-198401-014","AFSC_EBS",1984,1984,6,"31",57.322,-161.536,57,2,7.8,6.52045140910623,7.8,"echinarachnius parma_Pac",347,2.4809
"487518","037-198401-015","AFSC_EBS",1984,1984,6,"10",57.654,-161.50017,53,4.1,6.7,6.52045140910623,6.7,"echinarachnius parma_Pac",347,0.8555
"490696","037-198501-005","AFSC_EBS",1985,1985,6,"10",57.67467,-159.01317,46,2.8,3.1,4.95750260568822,3.1,"echinarachnius parma_Pac",347,0.0211
"492368","037-198501-098","AFSC_EBS",1985,1985,7,"62",60.3455,-174.73517,101,1.5,4.9,6.31801355487323,4.9,"echinarachnius parma_Pac",347,0.0198
"493236","037-198501-142","AFSC_EBS",1985,1985,7,"31",55.339,-164.00783,75,3.9,8,7.48894523959494,8,"echinarachnius parma_Pac",347,0.0227
"497238","037-198601-134","AFSC_EBS",1986,1986,7,"43",59.66967,-172.57217,84,-0.8,7.3,6.75467240624718,7.3,"echinarachnius parma_Pac",347,0.0985
"502414","037-198701-116","AFSC_EBS",1987,1987,7,"32",57.1615,-168.62283,75,4.1,7.1,7.47310964779019,7.1,"echinarachnius parma_Pac",347,0.0278
"502432","037-198701-117","AFSC_EBS",1987,1987,7,"32",57.00467,-168.34983,79,3.9,7,7.47310964779019,7,"echinarachnius parma_Pac",347,0.0985
"503496","037-198701-166","AFSC_EBS",1987,1987,7,"41",59.052,-172.443,97,2.8,9.4,7.50146623561805,9.4,"echinarachnius parma_Pac",347,0.0792
"503730","037-198701-180","AFSC_EBS",1987,1987,7,"41",60.66283,-174.82283,97,1.8,9.1,7.17673837113274,9.1,"echinarachnius parma_Pac",347,0.0089
"504349","037-198801-001","AFSC_EBS",1988,1988,6,"10",57.3315,-158.42,31,4.6,4.6,7.28237046783661,4.6,"echinarachnius parma_Pac",347,0.1674
"504375","037-198801-002","AFSC_EBS",1988,1988,6,"10",57.66167,-158.37333,35,3.6,4.6,7.28237046783661,4.6,"echinarachnius parma_Pac",347,0.1134
"504380","037-198801-003","AFSC_EBS",1988,1988,6,"10",58.00267,-158.3265,31,4.5,5.7,7.01690424717561,5.7,"echinarachnius parma_Pac",347,0.0257
"506177","037-198801-103","AFSC_EBS",1988,1988,7,"32",57.16883,-168.61483,75,2.2,7.4,6.83941058146374,7.4,"echinarachnius parma_Pac",347,0.1037
"506208","037-198801-104","AFSC_EBS",1988,1988,7,"32",57.015,-168.3335,79,1.6,7.8,6.83941058146374,7.8,"echinarachnius parma_Pac",347,0.0713
"508613","037-198901-027","AFSC_EBS",1989,1989,6,"31",57.005,-162.16083,60,1.8,3.9,5.19940975880375,3.9,"echinarachnius parma_Pac",347,0.0757
"508625","037-198901-028","AFSC_EBS",1989,1989,6,"31",56.66133,-162.1805,73,1.3,4.6,5.59099319607966,4.6,"echinarachnius parma_Pac",347,0.3211
"508642","037-198901-029","AFSC_EBS",1989,1989,6,"31",56.34083,-162.18883,75,1.8,5.8,5.59099319607966,5.8,"echinarachnius parma_Pac",347,0.0215
"512121","037-199001-059","AFSC_EBS",1990,1990,6,"31",54.68,-165.1155,80,5.3,5.7,7.00327952979283,5.7,"echinarachnius parma_Pac",347,0.0216
"539377","057-198602-022","AFSC_EBS",1986,1986,6,"10",57.67433,-161.49233,55,NA,3.5,4.49343817707886,3.5,"echinarachnius parma_Pac",347,3.2104
"539554","057-198602-031","AFSC_EBS",1986,1986,6,"31",56.67517,-162.79667,73,1.6,4.6,4.48774026381788,4.6,"echinarachnius parma_Pac",347,22.8088
"539558","057-198602-032","AFSC_EBS",1986,1986,6,"31",56.33683,-162.79667,82,1.8,4.3,4.48774026381788,4.3,"echinarachnius parma_Pac",347,0.0297
"539643","057-198602-035","AFSC_EBS",1986,1986,6,"31",55.34383,-163.98867,77,2.6,4.3,5.1571290375383,4.3,"echinarachnius parma_Pac",347,0.0204
"539651","057-198602-036","AFSC_EBS",1986,1986,6,"31",55.68183,-164.015,99,2,4.8,5.28011611238814,4.8,"echinarachnius parma_Pac",347,0.0097
"548530","057-200101-174","AFSC_GOA",2001,2001,6,"22",56.88699,-154.7052,47,8.7,10.8,9.52851423755361,10.8,"echinarachnius parma_Pac",347,0.0058
"562531","060-199301-253","AFSC_GOA",1993,1993,8,"31",58.41733,-151.07217,79,8.6,12.6,12.5937367842191,12.6,"echinarachnius parma_Pac",347,0.0085
"585904","078-198801-134","AFSC_EBS",1988,1988,7,"43",60.17633,-172.30767,59,1.9,5.9,6.58901382499444,5.9,"echinarachnius parma_Pac",347,0.0244
"585953","078-198801-135","AFSC_EBS",1988,1988,7,"43",60.00317,-171.99067,68,-0.2,7.3,6.29206301955465,7.3,"echinarachnius parma_Pac",347,0.0112
"586045","078-198801-139","AFSC_EBS",1988,1988,7,"41",59.0065,-171.7935,90,-0.7,8.2,6.2186022771192,8.2,"echinarachnius parma_Pac",347,19.6724
"586069","078-198801-140","AFSC_EBS",1988,1988,7,"41",58.67633,-171.72583,97,0.3,9.4,6.44901580018768,9.4,"echinarachnius parma_Pac",347,3.4579
"619880","088-199601-029","AFSC_EBS",1996,1996,6,"31",55.34933,-163.98543,76,3.6,7.7,6.61362385147158,7.7,"echinarachnius parma_Pac",347,8.4562
"620075","088-199601-042","AFSC_EBS",1996,1996,6,"20",59.34653,-165.37468,20,5.8,6,5.49259341267701,6,"echinarachnius parma_Pac",347,0.0248
"620224","088-199601-050","AFSC_EBS",1996,1996,6,"31",56.6794,-165.22003,76,2.2,5.7,5.71479530030509,5.7,"echinarachnius parma_Pac",347,0.0693
"620314","088-199601-055","AFSC_EBS",1996,1996,6,"50",55.00253,-165.15317,110,4.6,7.1,6.64489567068706,7.1,"echinarachnius parma_Pac",347,0.0215
"620329","088-199601-056","AFSC_EBS",1996,1996,6,"31",54.681,-165.14682,82,5.7,7.2,7.1924525664568,7.2,"echinarachnius parma_Pac",347,0.1158
"620345","088-199601-057","AFSC_EBS",1996,1996,6,"50",55.02568,-166.36847,141,4.2,7.6,6.70131414887907,7.6,"echinarachnius parma_Pac",347,0.0431
"621768","088-199601-139","AFSC_EBS",1996,1996,7,"43",59.33965,-172.51977,87,1.9,6.9,7.570283026464,6.9,"echinarachnius parma_Pac",347,0.2665
"625081","088-199701-127","AFSC_EBS",1997,1997,7,"41",58.99688,-171.7875,86,1.4,7.7,7.88937131663311,7.7,"echinarachnius parma_Pac",347,0.0359
"625107","088-199701-128","AFSC_EBS",1997,1997,7,"43",59.32918,-171.83008,79,NA,7.6,7.64125707137827,7.6,"echinarachnius parma_Pac",347,0.0651
"626281","088-199801-003","AFSC_EBS",1998,1998,6,"10",57.9949,-158.31277,36,5.1,5.8,6.85493088558898,5.8,"echinarachnius parma_Pac",347,0.0224
"629989","088-199901-003","AFSC_EBS",1999,1999,5,"10",57.25226,-159.1122,48,-1.1,1,1.89894637204692,1,"echinarachnius parma_Pac",347,0.0063
"630080","088-199901-007","AFSC_EBS",1999,1999,5,"10",57.57507,-159.09959,48,NA,-0.3,1.89894637204692,-0.3,"echinarachnius parma_Pac",347,0.2812
"630118","088-199901-008","AFSC_EBS",1999,1999,5,"10",57.64617,-159.6479,49,-0.2,0.4,1.89894637204692,0.4,"echinarachnius parma_Pac",347,3.4385
"630333","088-199901-020","AFSC_EBS",1999,1999,5,"31",57.00129,-162.15849,60,-0.3,0.6,1.83937362293069,0.6,"echinarachnius parma_Pac",347,0.0012
"630452","088-199901-026","AFSC_EBS",1999,1999,5,"10",58.32433,-162.7153,34,0.3,0.9,1.618121673488,0.9,"echinarachnius parma_Pac",347,0.3826
"630473","088-199901-027","AFSC_EBS",1999,1999,5,"10",58.02254,-162.759,42,0.1,0.3,1.618121673488,0.3,"echinarachnius parma_Pac",347,0.0598
"630676","088-199901-035","AFSC_EBS",1999,1999,5,"31",56.01817,-163.3884,89,1.5,3.8,2.44326674326995,3.8,"echinarachnius parma_Pac",347,1.7613
"630701","088-199901-036","AFSC_EBS",1999,1999,5,"31",55.68841,-163.39349,82,2.2,4,3.45409341400787,4,"echinarachnius parma_Pac",347,0.001
"630889","088-199901-045","AFSC_EBS",1999,1999,6,"31",56.98079,-164.6104,70,-0.2,2.6,4.82037820287464,2.6,"echinarachnius parma_Pac",347,0.0174
"633722","088-200001-006","AFSC_EBS",2000,2000,5,"10",57.68984,-159.0112,47,2.1,3,3.22500645848885,3,"echinarachnius parma_Pac",347,0.0256
"634150","088-200001-033","AFSC_EBS",2000,2000,5,"31",54.67172,-165.15691,84,4.5,5.2,5.13274035588104,5.2,"echinarachnius parma_Pac",347,0.0132
"634915","088-200001-079","AFSC_EBS",2000,2000,6,"31",56.66511,-165.2187,75,1.9,7.4,5.75047986014509,7.4,"echinarachnius parma_Pac",347,0.0289
"634932","088-200001-080","AFSC_EBS",2000,2000,6,"31",56.33152,-165.2007,86,1.9,8.2,5.75047986014509,8.2,"echinarachnius parma_Pac",347,0.0049
"635500","088-200001-107","AFSC_EBS",2000,2000,6,"50",56.32145,-168.8815,123,3.4,6.4,6.1729057248444,6.4,"echinarachnius parma_Pac",347,0.0233
"637680","088-200101-042","AFSC_EBS",2001,2001,6,"31",56.00504,-163.4063,88,3.3,6.4,6.41022941012934,6.4,"echinarachnius parma_Pac",347,0.366
"637754","088-200101-045","AFSC_EBS",2001,2001,6,"31",55.01152,-164.5858,63,4.6,7.4,6.97136469529631,7.4,"echinarachnius parma_Pac",347,0.0356
"637777","088-200101-046","AFSC_EBS",2001,2001,6,"31",55.34494,-164.55409,101,4.3,7,6.97136469529631,7,"echinarachnius parma_Pac",347,0.0233
"637920","088-200101-051","AFSC_EBS",2001,2001,6,"31",56.67174,-164.6003,75,2.8,5.3,6.41378508302103,5.3,"echinarachnius parma_Pac",347,0.0059
"637951","088-200101-052","AFSC_EBS",2001,2001,6,"31",56.98787,-164.59309,71,2.5,5.1,6.41378508302103,5.1,"echinarachnius parma_Pac",347,0.0171
"638158","088-200101-064","AFSC_EBS",2001,2001,6,"20",59.35531,-165.2578,22,3.5,4.1,4.46709170906889,4.1,"echinarachnius parma_Pac",347,0.2577
"638163","088-200101-065","AFSC_EBS",2001,2001,6,"10",58.99871,-165.2919,30,3,3.5,5.01897555289733,3.5,"echinarachnius parma_Pac",347,0.0735
"638535","088-200101-083","AFSC_EBS",2001,2001,6,"31",56.98767,-167.0858,67,4.1,6.8,6.17166344849087,6.8,"echinarachnius parma_Pac",347,0.0129
"639927","088-200101-159","AFSC_EBS",2001,2001,7,"43",59.32035,-172.4964,88,1.5,6.2,6.64406734346377,6.2,"echinarachnius parma_Pac",347,0.5255
"639966","088-200101-160","AFSC_EBS",2001,2001,7,"43",59.49446,-172.8605,94,1.6,6.7,6.64406734346377,6.7,"echinarachnius parma_Pac",347,0.4022
"640020","088-200101-162","AFSC_EBS",2001,2001,7,"43",59.82192,-172.8922,78,NA,6.2,6.64406734346377,6.2,"echinarachnius parma_Pac",347,1.2293
"641609","088-200201-046","AFSC_EBS",2002,2002,6,"31",55.33942,-163.98959,76,4.2,6.3,7.25174080597653,6.3,"echinarachnius parma_Pac",347,0.7787
"642281","088-200201-075","AFSC_EBS",2002,2002,6,"31",56.68774,-165.2092,75,3.2,7.3,6.10877749772219,7.3,"echinarachnius parma_Pac",347,0.0083
"644272","088-200201-165","AFSC_EBS",2002,2002,7,"43",59.83342,-172.914,80,1.5,7.5,7.33141207225394,7.5,"echinarachnius parma_Pac",347,0.1083
"644904","088-200301-003","AFSC_EBS",2003,2003,6,"10",57.65218,-158.3484,35,5.3,7.3,7.65853097554952,7.3,"echinarachnius parma_Pac",347,0.1862
"644919","088-200301-005","AFSC_EBS",2003,2003,6,"10",57.98363,-158.3152,36,4.6,6.7,7.65853097554952,6.7,"echinarachnius parma_Pac",347,0.028
"645513","088-200301-046","AFSC_EBS",2003,2003,6,"31",54.65533,-165.16431,83,5.3,6.5,7.30220356424718,6.5,"echinarachnius parma_Pac",347,0.0495
"645540","088-200301-047","AFSC_EBS",2003,2003,6,"31",54.9972,-164.591,60,5.6,7.3,7.39781809199948,7.3,"echinarachnius parma_Pac",347,0.2322
"645562","088-200301-048","AFSC_EBS",2003,2003,6,"31",55.33341,-164.0244,78,4.8,7.1,7.44840996808173,7.1,"echinarachnius parma_Pac",347,3.0056
"645895","088-200301-064","AFSC_EBS",2003,2003,6,"31",57.01575,-164.601,70,2.3,7.7,6.82404470395701,7.7,"echinarachnius parma_Pac",347,0.0056
"646738","088-200301-098","AFSC_EBS",2003,2003,6,"31",57.01622,-167.08389,74,3.8,8.2,6.47255770921999,8.2,"echinarachnius parma_Pac",347,0.013
"646928","088-200301-105","AFSC_EBS",2003,2003,6,"50",56.33224,-168.8502,129,4.6,8.2,7.34932513104076,8.2,"echinarachnius parma_Pac",347,0.0065
"647073","088-200301-112","AFSC_EBS",2003,2003,6,"42",57.1741,-169.8858,49,5.6,6.7,6.8808483907697,6.7,"echinarachnius parma_Pac",347,0.0065
"648740","088-200301-181","AFSC_EBS",2003,2003,7,"43",59.84724,-172.9173,80,2.1,9.1,8.65208352763478,9.1,"echinarachnius parma_Pac",347,0.2552
"648763","088-200301-182","AFSC_EBS",2003,2003,7,"43",59.676,-172.5576,86,2.4,9.1,8.65208352763478,9.1,"echinarachnius parma_Pac",347,0.0071
"648818","088-200301-184","AFSC_EBS",2003,2003,7,"43",59.34315,-172.48531,88,2.6,9.3,8.65208352763478,9.3,"echinarachnius parma_Pac",347,0.1078
"649197","088-200301-199","AFSC_EBS",2003,2003,7,"61",58.6608,-174.27609,157,4.1,10.5,9.00288503977065,10.5,"echinarachnius parma_Pac",347,0.0259
"652454","088-200401-155","AFSC_EBS",2004,2004,7,"43",59.34622,-173.1293,100,2,9.8,9.44858170899417,9.8,"echinarachnius parma_Pac",347,0.0751
"653673","088-200501-005","AFSC_EBS",2005,2005,6,"10",57.6445,-158.3656,35,5.4,6.1,8.66848191867151,6.1,"echinarachnius parma_Pac",347,0.0052
"656871","088-200501-148","AFSC_EBS",2005,2005,7,"43",59.30865,-172.49879,87,1.8,9.4,8.97428094039032,9.4,"echinarachnius parma_Pac",347,1.4433
"656894","088-200501-149","AFSC_EBS",2005,2005,7,"43",59.50368,-172.9292,93,1.8,9.1,8.97428094039032,9.1,"echinarachnius parma_Pac",347,0.1175
"658946","088-200601-048","AFSC_EBS",2006,2006,6,"31",57.0094,-164.6104,70,2,5,5.2573699294041,5,"echinarachnius parma_Pac",347,0.0214
"659095","088-200601-055","AFSC_EBS",2006,2006,6,"31",55.03043,-164.593,65,4.6,6.9,6.81624873349815,6.9,"echinarachnius parma_Pac",347,2.4436
"659121","088-200601-056","AFSC_EBS",2006,2006,6,"31",54.66428,-165.1488,81,5.1,6.4,7.35643604786132,6.4,"echinarachnius parma_Pac",347,0.4276
"659144","088-200601-057","AFSC_EBS",2006,2006,6,"50",54.83847,-165.53529,149,3.7,5.6,7.35643604786132,5.6,"echinarachnius parma_Pac",347,0.0196
"659353","088-200601-065","AFSC_EBS",2006,2006,6,"31",57.00238,-167.09061,74,2.6,5.4,4.89024723954075,5.4,"echinarachnius parma_Pac",347,0.3037
"660832","088-200601-133","AFSC_EBS",2006,2006,7,"43",59.322,-172.4894,88,-0.2,5.3,8.09126353014731,5.3,"echinarachnius parma_Pac",347,1.0729
"660879","088-200601-134","AFSC_EBS",2006,2006,7,"43",59.51532,-172.89571,94,-0.3,5.2,8.09126353014731,5.2,"echinarachnius parma_Pac",347,0.0251
"661618","088-200601-163","AFSC_EBS",2006,2006,7,"43",60.1538,-172.3044,57,0.4,4.8,7.83390256214507,4.8,"echinarachnius parma_Pac",347,8e-04
"662028","088-200701-014","AFSC_EBS",2007,2007,6,"10",57.32781,-158.41251,33,4.8,4.9,6.33243399830426,4.9,"echinarachnius parma_Pac",347,0.1263
"662050","088-200701-016","AFSC_EBS",2007,2007,6,"10",57.64274,-158.3513,34,4,4.1,6.33243399830426,4.1,"echinarachnius parma_Pac",347,0.0289
"662059","088-200701-017","AFSC_EBS",2007,2007,6,"10",57.98269,-158.3231,34,5,5.1,6.33243399830426,5.1,"echinarachnius parma_Pac",347,0.0125
"663153","088-200701-066","AFSC_EBS",2007,2007,6,"31",55.0516,-164.5739,67,3.7,6.2,5.59934638925373,6.2,"echinarachnius parma_Pac",347,0.3821
"663735","088-200701-092","AFSC_EBS",2007,2007,6,"31",57.01593,-167.09261,77,1.2,5,3.82066531559846,5,"echinarachnius parma_Pac",347,0.0159
"663921","088-200701-099","AFSC_EBS",2007,2007,6,"31",57.6593,-167.7708,71,0.6,4.9,3.82066531559846,4.9,"echinarachnius parma_Pac",347,0.0034
"667012","088-200801-002","AFSC_EBS",2008,2008,6,"10",57.03832,-159.1275,36,2.1,2.1,5.36759149941816,2.1,"echinarachnius parma_Pac",347,0.0047
"667047","088-200801-004","AFSC_EBS",2008,2008,6,"10",57.64584,-159.0096,47,1.1,1.3,5.36759149941816,1.3,"echinarachnius parma_Pac",347,0.183
"668182","088-200801-057","AFSC_EBS",2008,2008,6,"31",56.6779,-165.2319,75,0.1,3.2,4.18054775634823,3.2,"echinarachnius parma_Pac",347,0.0395
"668206","088-200801-058","AFSC_EBS",2008,2008,6,"31",56.35093,-165.19,87,0.2,3.9,4.18054775634823,3.9,"echinarachnius parma_Pac",347,0.004
"668433","088-200801-070","AFSC_EBS",2008,2008,6,"31",56.99564,-167.09081,73,0.7,4.2,4.15792983325014,4.2,"echinarachnius parma_Pac",347,0.2451
"669570","088-200801-120","AFSC_EBS",2008,2008,7,"43",59.826,-172.9355,79,-1.2,3.4,6.53781453754596,3.4,"echinarachnius parma_Pac",347,1.1086
"669719","088-200801-125","AFSC_EBS",2008,2008,7,"43",59.34304,-172.50661,87,-0.8,4.2,6.53781453754596,4.2,"echinarachnius parma_Pac",347,0.4466
"671081","088-200901-002","AFSC_EBS",2009,2009,6,"10",57.31789,-158.4133,32,4.4,4.3,5.80998129419095,4.3,"echinarachnius parma_Pac",347,0.0715
"671106","088-200901-003","AFSC_EBS",2009,2009,6,"10",57.65466,-158.35451,36,2.1,2.1,5.80998129419095,2.1,"echinarachnius parma_Pac",347,0.1149
"671191","088-200901-008","AFSC_EBS",2009,2009,6,"10",57.3557,-159.65739,55,1.7,2.1,5.46209329759138,2.1,"echinarachnius parma_Pac",347,0.0044
"671299","088-200901-012","AFSC_EBS",2009,2009,6,"31",56.65964,-160.95531,69,1.3,1.7,5.52742176270983,1.7,"echinarachnius parma_Pac",347,0.0036
"671523","088-200901-026","AFSC_EBS",2009,2009,6,"31",56.35046,-162.1783,82,1,4.3,5.06515511731787,4.3,"echinarachnius parma_Pac",347,0.0088
"671581","088-200901-030","AFSC_EBS",2009,2009,6,"31",55.99553,-163.3885,87,0.1,4.6,5.56079206808601,4.6,"echinarachnius parma_Pac",347,0.0466
"672112","088-200901-054","AFSC_EBS",2009,2009,6,"31",56.68147,-165.2081,76,-1.1,4.7,4.93231433731724,4.7,"echinarachnius parma_Pac",347,0.2407
"672142","088-200901-055","AFSC_EBS",2009,2009,6,"31",56.66877,-164.6297,76,-0.9,4.6,4.95763215246265,4.6,"echinarachnius parma_Pac",347,0.0124
"672261","088-200901-059","AFSC_EBS",2009,2009,6,"31",56.98693,-165.8503,72,-1,4.7,4.93231433731724,4.7,"echinarachnius parma_Pac",347,0.0021
"672601","088-200901-070","AFSC_EBS",2009,2009,6,"31",57.67058,-167.12151,68,-0.6,4.8,4.18037702914219,4.8,"echinarachnius parma_Pac",347,0.0312
"672658","088-200901-072","AFSC_EBS",2009,2009,6,"31",56.9983,-167.0842,74,-0.8,5.1,5.0215030018873,5.1,"echinarachnius parma_Pac",347,0.6724
"672759","088-200901-077","AFSC_EBS",2009,2009,6,"31",54.68347,-165.129,81,5,5.5,5.90581030335788,5.5,"echinarachnius parma_Pac",347,0.6225
"674484","088-200901-145","AFSC_EBS",2009,2009,7,"41",61.01538,-174.18311,83,-1.6,4.9,6.34135385137578,4.9,"echinarachnius parma_Pac",347,4e-04
"674548","088-200901-148","AFSC_EBS",2009,2009,7,"43",59.83571,-172.9192,80,-1.2,4.2,6.25251479151155,4.2,"echinarachnius parma_Pac",347,0.091
"699923","089-200001-132","AFSC_EBS",2000,2000,7,"43",59.32378,-172.4976,87,1.5,7.9,8.23296110568357,7.9,"echinarachnius parma_Pac",347,0.5925
"699979","089-200001-135","AFSC_EBS",2000,2000,7,"43",59.84803,-172.9079,79,0,8.4,8.23296110568357,8.4,"echinarachnius parma_Pac",347,0.1183
"701409","089-200101-006","AFSC_EBS",2001,2001,5,"10",58.01744,-158.3262,36,NA,5,3.98473351716174,5,"echinarachnius parma_Pac",347,0.0467
"701458","089-200101-010","AFSC_EBS",2001,2001,5,"10",57.67245,-159.0152,47,4,4.3,4.28649363936171,4.3,"echinarachnius parma_Pac",347,0.125
"701493","089-200101-011","AFSC_EBS",2001,2001,5,"10",57.36626,-159.04131,50,3.8,4.3,4.28649363936171,4.3,"echinarachnius parma_Pac",347,0.0347
"701951","089-200101-037","AFSC_EBS",2001,2001,6,"10",58.31091,-162.7204,32,3.3,4.1,6.25014262706578,4.1,"echinarachnius parma_Pac",347,0.0048
"702178","089-200101-050","AFSC_EBS",2001,2001,6,"31",55.34975,-164.0267,81,4.2,7.2,6.97136469529631,7.2,"echinarachnius parma_Pac",347,0.953
"702242","089-200101-053","AFSC_EBS",2001,2001,6,"50",54.9948,-165.1535,111,4.2,6.5,7.31518397946042,6.5,"echinarachnius parma_Pac",347,0.2515
"702348","089-200101-057","AFSC_EBS",2001,2001,6,"31",56.66312,-165.2133,76,2.9,5,6.27447425666674,5,"echinarachnius parma_Pac",347,0.006
"703597","089-200101-114","AFSC_EBS",2001,2001,6,"50",56.33308,-168.866,129,3.9,5.2,6.40303227178011,5.2,"echinarachnius parma_Pac",347,0.0035
"705580","089-200201-010","AFSC_EBS",2002,2002,6,"10",57.67947,-159.0005,48,4.1,4.5,7.68757561975549,4.5,"echinarachnius parma_Pac",347,0.7245
"705591","089-200201-011","AFSC_EBS",2002,2002,6,"10",57.34508,-159.0703,50,4.2,4.7,7.68757561975549,4.7,"echinarachnius parma_Pac",347,0.4259
"706666","089-200201-075","AFSC_EBS",2002,2002,6,"31",56.99561,-164.60941,69,4,8.1,6.23129314242269,8.1,"echinarachnius parma_Pac",347,0.0192
"713931","089-200401-037","AFSC_EBS",2004,2004,6,"31",54.65925,-165.1501,83,5.3,5.4,7.29166566338372,5.4,"echinarachnius parma_Pac",347,0.0087
"715310","089-200401-099","AFSC_EBS",2004,2004,6,"31",57.00563,-167.0827,73,3.5,9.4,6.08941411560965,9.4,"echinarachnius parma_Pac",347,0.0101
"716543","089-200401-148","AFSC_EBS",2004,2004,7,"43",59.34532,-172.50101,88,1.4,8.7,9.23856579741956,8.7,"echinarachnius parma_Pac",347,0.2043
"716587","089-200401-149","AFSC_EBS",2004,2004,7,"41",59.016,-172.41251,98,2.2,9.7,9.23856579741956,9.7,"echinarachnius parma_Pac",347,0.0135
"718143","089-200501-003","AFSC_EBS",2005,2005,6,"10",57.98577,-158.9787,43,5.5,6.6,8.66848191867151,6.6,"echinarachnius parma_Pac",347,0.0059
"718667","089-200501-028","AFSC_EBS",2005,2005,6,"31",55.33253,-164.032,79,4.8,6,7.57958165371375,6,"echinarachnius parma_Pac",347,10.2333
"721471","089-200501-150","AFSC_EBS",2005,2005,7,"43",59.82159,-172.9386,82,1.2,6.2,8.97428094039032,6.2,"echinarachnius parma_Pac",347,1.488
"722580","089-200501-206","AFSC_EBS",2005,2005,7,"61",58.6804,-174.2659,156,4,8.2,9.3285664886254,8.2,"echinarachnius parma_Pac",347,0.0471
"722674","089-200701-013","AFSC_EBS",2007,2007,6,"10",57.65219,-159.01801,45,2.4,2.4,6.15624180581635,2.4,"echinarachnius parma_Pac",347,1.6886
"722702","089-200701-014","AFSC_EBS",2007,2007,6,"10",57.98627,-158.97121,39,3.9,5.6,6.33243399830426,5.6,"echinarachnius parma_Pac",347,0.0085
"723229","089-200701-037","AFSC_EBS",2007,2007,6,"31",55.3307,-164.032,76,3.1,5.9,5.59934638925373,5.9,"echinarachnius parma_Pac",347,0.2217
"724757","089-200701-107","AFSC_EBS",2007,2007,7,"50",56.31375,-168.8802,130,3.6,6.7,8.25584455677297,6.7,"echinarachnius parma_Pac",347,0.0031
"726124","089-200701-159","AFSC_EBS",2007,2007,7,"43",59.32817,-172.48911,88,-0.5,8.5,7.8997762390195,8.5,"echinarachnius parma_Pac",347,0.2125
"726231","089-200701-162","AFSC_EBS",2007,2007,7,"43",59.82041,-172.94591,80,-0.2,8.7,7.8997762390195,8.7,"echinarachnius parma_Pac",347,2.1784
"726256","089-200701-163","AFSC_EBS",2007,2007,7,"43",60.17987,-173.0274,60,-0.2,7.2,8.32785454691989,7.2,"echinarachnius parma_Pac",347,0.0308
"726958","089-200801-002","AFSC_EBS",2008,2008,6,"10",57.32731,-158.4189,30,2.2,2.5,5.78941853200782,2.5,"echinarachnius parma_Pac",347,1.314
